1, 265, 8000, 200, 7000, 4, 500, 0, 1, 28
2, 50, 8000, 200, 7000, 4, 500, 0, 2, 30
3, 555, 8000, 200, 5000, 3, 550, 0, 1, 22
4, 0, 5000, 100, 5000, 2, 300, 0, 4, 24
5, 145, 8000, 200, 6000, 2, 700, 0, 1, 32
6, 430, 8000, 300, 7000, 3, 500, 0, 12, 32
7, 0, 5000, 100, 6000, 3, 500, 0, 16, 32
8, 750, 8000, 300, 6500, 2, 700, 0, 1, 18
9, 90, 8000, 100, 3000, 1, 300, 0, 1, 32
